"Frequency (/s)","Real: unnamed","Img: unnamed"
0.0,-3.202286920482452E-17,0.0
0.999990909090909,2.456490993260269E-4,-1.258693269318484E-6
1.999981818181818,2.456464812547026E-4,-2.5173788954223247E-6
2.9999727272727275,2.4564211784212225E-4,-3.776049235331822E-6
3.999963636363636,2.4563600914705874E-4,-5.034696646073221E-6
4.999954545454545,2.4562815525262295E-4,-6.293313485037154E-6
5.999945454545455,2.456185562651723E-4,-7.551892110066303E-6
6.999936363636364,2.456072123148597E-4,-8.810424879080839E-6
7.999927272727272,2.4559412355563737E-4,-1.0068904150592106E-5
8.999918181818181,2.455792901648071E-4,-1.1327322283805734E-5
9.99990909090909,2.4556271234356706E-4,-1.2585671638621386E-5
10.9999,2.455443903168869E-4,-1.3843944575518843E-5
11.99989090909091,2.455243243332124E-4,-1.5102133455971767E-5
12.999881818181818,2.455025146650572E-4,-1.6360230642182432E-5
13.999872727272727,2.4547896160834025E-4,-1.7618228497457605E-5
14.999863636363637,2.454536654827173E-4,-1.8876119386137617E-5
15.999854545454545,2.4542662663180794E-4,-2.0133895673824285E-5
16.999845454545454,2.4539784542304457E-4,-2.1391549727123688E-5
17.999836363636362,2.453673222472407E-4,-2.264907391421331E-5
18.999827272727273,2.4533505751944104E-4,-2.3906460604586906E-5
19.99981818181818,2.4530105167829984E-4,-2.51637021690104E-5
20.99980909090909,2.4526530518633626E-4,-2.642079098020762E-5
21.9998,2.452278185299076E-4,-2.7677719412289146E-5
22.99979090909091,2.451885922192836E-4,-2.8934479841281717E-5
23.99978181818182,2.4514762678852156E-4,-3.01910646446283E-5
24.999772727272727,2.4510492279601647E-4,-3.144746620244004E-5
25.999763636363635,2.450604808235328E-4,-3.270367689584714E-5
26.999754545454547,2.450143014769913E-4,-3.3959689108831444E-5
27.999745454545454,2.449663853865929E-4,-3.521549522723788E-5
28.999736363636362,2.4491673320624574E-4,-3.647108763906961E-5
29.999727272727274,2.4486534561401E-4,-3.772645873473686E-5
30.99971818181818,2.448122233121163E-4,-3.8981600907148705E-5
31.99970909090909,2.4475736702669096E-4,-4.0236506551475135E-5
32.9997,2.4470077750825226E-4,-4.149116806565645E-5
33.99969090909091,2.4464245553130755E-4,-4.2745577850294976E-5
34.99968181818182,2.445824018947045E-4,-4.3999728308627454E-5
35.999672727272724,2.44520617421493E-4,-4.5253611846719464E-5
36.999663636363636,2.444571029589839E-4,-4.650722087360115E-5
37.99965454545455,2.443918593788375E-4,-4.776054780127821E-5
38.99964545454545,2.443248875770638E-4,-4.901358504499972E-5
39.99963636363636,2.442561884740848E-4,-5.026632502280493E-5
40.999627272727274,2.441857630148207E-4,-5.151876015638275E-5
41.99961818181818,2.4411361216861342E-4,-5.277088287046829E-5
42.99960909090909,2.440397369293939E-4,-5.402268559345136E-5
43.9996,2.4396413831541524E-4,-5.5274160756995355E-5
44.99959090909091,2.4388681737016422E-4,-5.652530079671603E-5
45.99958181818182,2.4380777516114837E-4,-5.777609815146499E-5
46.99957272727273,2.4372701278100055E-4,-5.90265452642726E-5
47.99956363636364,2.4364453134705072E-4,-6.027663458160127E-5
48.999554545454544,2.4356033200132393E-4,-6.152635855433044E-5
49.999545454545455,2.4347441591092534E-4,-6.277570963693371E-5
50.999536363636366,2.4338678426786786E-4,-6.402468028860007E-5
51.99952727272727,2.4329743828896525E-4,-6.527326297175593E-5
52.99951818181818,2.4320637921664508E-4,-6.652145015426335E-5
53.99950909090909,2.431136083175987E-4,-6.77692343072498E-5
54.9995,2.4301912688465968E-4,-6.901660790738546E-5
55.99949090909091,2.429229362348182E-4,-7.026356343513445E-5
56.99948181818182,2.428250377120283E-4,-7.151009337598145E-5
57.999472727272725,2.4272543268382747E-4,-7.275619021973378E-5
58.999463636363636,2.4262412254412186E-4,-7.400184646174712E-5
59.99945454545455,2.4252110871275892E-4,-7.524705460170405E-5
60.99944545454545,2.4241639263392485E-4,-7.649180714412046E-5
61.99943636363636,2.423099757792358E-4,-7.773609659953997E-5
62.999427272727274,2.4220185964409876E-4,-7.89799154831786E-5
63.99941818181818,2.4209204575179443E-4,-8.022325631416268E-5
64.9994090909091,2.4198053564931945E-4,-8.14661116195884E-5
65.9994,2.4186733091152804E-4,-8.270847393143442E-5
66.9993909090909,2.41752433139169E-4,-8.395033578445511E-5
67.99938181818182,2.4163584395809192E-4,-8.51916897228106E-5
68.99937272727273,2.4151756502126964E-4,-8.643252829392071E-5
69.99936363636364,2.413975980077687E-4,-8.767284405234989E-5
70.99935454545455,2.4127594462332758E-4,-8.891262955752641E-5
71.99934545454545,2.4115260660003093E-4,-9.015187737617639E-5
72.99933636363636,2.410275856967731E-4,-9.13905800798855E-5
73.99932727272727,2.409008836991187E-4,-9.26287302474618E-5
74.99931818181818,2.407725024195741E-4,-9.386632046324322E-5
75.9993090909091,2.4064244369763636E-4,-9.510334331865417E-5
76.9993,2.4051070939981465E-4,-9.633979141109974E-5
77.9992909090909,2.4037730141992172E-4,-9.757565734503272E-5
78.99928181818181,2.4024222167903225E-4,-9.88109337310658E-5
79.99927272727273,2.401054721257673E-4,-1.0004561318726177E-4
80.99926363636364,2.3996705473618079E-4,-1.012796883380016E-4
81.99925454545455,2.3982697151395623E-4,-1.0251315181515454E-4
82.99924545454546,2.3968522449084595E-4,-1.0374599625722464E-4
83.99923636363636,2.3954181572641292E-4,-1.0497821431045593E-4
84.99922727272727,2.393967473082274E-4,-1.0620979862772344E-4
85.99921818181818,2.3925002135216064E-4,-1.0744074187011685E-4
86.99920909090909,2.3910164000246387E-4,-1.0867103670541016E-4
87.9992,2.389516054318963E-4,-1.0990067580973257E-4
88.99919090909091,2.3879991984171453E-4,-1.1112965186636224E-4
89.99918181818182,2.3864658546226967E-4,-1.1235795756679464E-4
90.99917272727272,2.3849160455253338E-4,-1.1358558561014592E-4
91.99916363636363,2.38334979400917E-4,-1.1481252870389101E-4
92.99915454545454,2.3817671232491497E-4,-1.16038779563345E-4
93.99914545454546,2.380168056714884E-4,-1.1726433091231073E-4
94.99913636363637,2.3785526181717737E-4,-1.1848917548276242E-4
95.99912727272728,2.376920831684966E-4,-1.1971330601531931E-4
96.99911818181818,2.3752727216174149E-4,-1.2093671525902079E-4
97.99910909090909,2.3736083126342687E-4,-1.2215939597180924E-4
98.9991,2.3719276297037937E-4,-1.2338134092021124E-4
99.99909090909091,2.3702306980999386E-4,-1.2460254287992498E-4
100.99908181818182,2.3685175434044148E-4,-1.2582299463532984E-4
101.99907272727273,2.3667881915063864E-4,-1.2704268898037994E-4
102.99906363636363,2.3650426686082127E-4,-1.2826161871795224E-4
103.99905454545454,2.3632810012249312E-4,-1.294797766605874E-4
104.99904545454545,2.3615032161873443E-4,-1.3069715563003781E-4
105.99903636363636,2.3597093406432608E-4,-1.3191374845807972E-4
106.99902727272728,2.3578994020615919E-4,-1.3312954798580995E-4
107.99901818181819,2.356073428233863E-4,-1.3434454706448567E-4
108.99900909090908,2.3542314472751788E-4,-1.355587385552418E-4
109.999,2.3523734876289886E-4,-1.3677211532944194E-4
110.9989909090909,2.3504995780667922E-4,-1.3798467026849792E-4
111.99898181818182,2.3486097476950143E-4,-1.3919639626449782E-4
112.99897272727273,2.346704025952923E-4,-1.4040728621975078E-4
113.99896363636364,2.344782442617324E-4,-1.416173330473652E-4
114.99895454545454,2.3428450278056474E-4,-1.4282652967111527E-4
115.99894545454545,2.3408918119790766E-4,-1.4403486902584648E-4
116.99893636363636,2.3389228259434967E-4,-1.45242344057316E-4
117.99892727272727,2.336938100855798E-4,-1.4644894772250394E-4
118.99891818181818,2.3349376682229396E-4,-1.4765467298965995E-4
119.9989090909091,2.3329215599074494E-4,-1.4885951283845315E-4
120.9989,2.3308898081301108E-4,-1.5006346026025862E-4
121.9988909090909,2.3288424454727806E-4,-1.5126650825817746E-4
122.99888181818181,2.3267795048823576E-4,-1.524686498471137E-4
123.99887272727273,2.3247010196742114E-4,-1.5366987805423037E-4
124.99886363636364,2.32260702353532E-4,-1.54870185918587E-4
125.99885454545455,2.3204975505282093E-4,-1.560695664918014E-4
126.99884545454546,2.318372635092824E-4,-1.5726801283789976E-4
127.99883636363636,2.316232312054916E-4,-1.5846551803359133E-4
128.99882727272728,2.314076616624575E-4,-1.5966207516835258E-4
129.9988181818182,2.3119055844027074E-4,-1.608576773446657E-4
130.99880909090908,2.309719251384099E-4,-1.6205231767802683E-4
131.9988,2.307517653964557E-4,-1.632459892974917E-4
132.9987909090909,2.305300828940205E-4,-1.6443868534533033E-4
133.9987818181818,2.3030688135171419E-4,-1.6563039897770794E-4
134.99877272727272,2.3008216453106466E-4,-1.6682112336438573E-4
135.99876363636363,2.298559362355815E-4,-1.6801085168915105E-4
136.99875454545455,2.2962820031054504E-4,-1.6919957715004317E-4
137.99874545454546,2.2939896064413058E-4,-1.7038729295950443E-4
138.99873636363637,2.2916822116729734E-4,-1.7157399234429818E-4
139.99872727272728,2.2893598585491972E-4,-1.7275966854613217E-4
140.9987181818182,2.2870225872590415E-4,-1.7394431482156163E-4
141.9987090909091,2.2846704384369513E-4,-1.7512792444216794E-4
142.99869999999999,2.2823034531698836E-4,-1.7631049069496963E-4
143.9986909090909,2.2799216730036672E-4,-1.7749200688253744E-4
144.9986818181818,2.277525139946926E-4,-1.7867246632306117E-4
145.99867272727272,2.2751138964782275E-4,-1.798518623506178E-4
146.99866363636363,2.272687985548201E-4,-1.8103018831558445E-4
147.99865454545454,2.2702474505971484E-4,-1.8220743758462542E-4
148.99864545454545,2.267792335543433E-4,-1.8338360354096318E-4
149.99863636363636,2.2653226848093878E-4,-1.8455867958465556E-4
150.99862727272728,2.2628385433095424E-4,-1.857326591327551E-4
151.9986181818182,2.260339956476699E-4,-1.8690553561975435E-4
152.9986090909091,2.2578269702521606E-4,-1.8807730249742753E-4
153.9986,2.255299631101782E-4,-1.8924795323565103E-4
154.99859090909092,2.2527579860202347E-4,-1.904174813218429E-4
155.9985818181818,2.2502020825452111E-4,-1.9158588026193024E-4
156.99857272727272,2.2476319687539026E-4,-1.9275314358066202E-4
157.99856363636363,2.2450476932834538E-4,-1.939192648211373E-4
158.99855454545454,2.2424493053234846E-4,-1.9508423754555735E-4
159.99854545454545,2.2398368546501404E-4,-1.9624805533557146E-4
160.99853636363636,2.2372103916016542E-4,-1.9741071179273177E-4
161.99852727272727,2.2345699671217354E-4,-1.9857220053804997E-4
162.99851818181818,2.23191563272832E-4,-1.997325152131836E-4
163.9985090909091,2.229247440586499E-4,-2.0089164947914996E-4
164.9985,2.2265654434332582E-4,-2.020495970193481E-4
165.99849090909092,2.223869694648071E-4,-2.032063515378743E-4
166.99848181818183,2.2211602482780256E-4,-2.04361906759528E-4
167.9984727272727,2.2184371589742722E-4,-2.0551625643190418E-4
168.99846363636362,2.2157004820755392E-4,-2.0666939432383377E-4
169.99845454545454,2.2129502735755423E-4,-2.0782131422722867E-4
170.99844545454545,2.2101865901581134E-4,-2.089720099562615E-4
171.99843636363636,2.2074094892033584E-4,-2.101214753497071E-4
172.99842727272727,2.2046190287891554E-4,-2.112697042672821E-4
173.99841818181818,2.2018152677142266E-4,-2.124166905953322E-4
174.9984090909091,2.198998265513632E-4,-2.135624282433864E-4
175.9984,2.196168082455126E-4,-2.1470691114558403E-4
176.99839090909092,2.1933247795826965E-4,-2.1585013326102595E-4
177.99838181818183,2.1904684186986644E-4,-2.1699208857579364E-4
178.99837272727274,2.1875990623916193E-4,-2.18132771099933E-4
179.99836363636365,2.184716774066791E-4,-2.192721748720522E-4
180.99835454545453,2.1818216179349286E-4,-2.2041029395533068E-4
181.99834545454544,2.1789136590271216E-4,-2.2154712244264272E-4
182.99833636363635,2.1759929632514372E-4,-2.2268265445297102E-4
183.99832727272727,2.1730595973622855E-4,-2.2381688413520152E-4
184.99831818181818,2.1701136289991815E-4,-2.2494980566557983E-4
185.9983090909091,2.1671551267098496E-4,-2.2608141325061577E-4
186.9983,2.164184159950951E-4,-2.2721170112668465E-4
187.9982909090909,2.1612007991258492E-4,-2.28340663560524E-4
188.99828181818182,2.1582051155877906E-4,-2.2946829484938097E-4
189.99827272727273,2.1551971816657334E-4,-2.3059458932320857E-4
190.99826363636365,2.1521770706965968E-4,-2.317195413433089E-4
191.99825454545456,2.1491448570219344E-4,-2.3284314530436063E-4
192.99824545454544,2.1461006160346108E-4,-2.3396539563391228E-4
193.99823636363635,2.1430444241827293E-4,-2.3508628679434228E-4
194.99822727272726,2.1399763590053796E-4,-2.3620581328222126E-4
195.99821818181817,2.13689649914848E-4,-2.3732396962997855E-4
196.99820909090909,2.1338049243912118E-4,-2.384407504060772E-4
197.9982,2.130701715676237E-4,-2.3955615021591684E-4
198.9981909090909,2.1275869551290856E-4,-2.4067016370269998E-4
199.99818181818182,2.124460726087979E-4,-2.417827855479986E-4
200.99817272727273,2.1213231131351988E-4,-2.4289401047261733E-4
201.99816363636364,2.118174202117441E-4,-2.4400383323752305E-4
202.99815454545455,2.1150140801848527E-4,-2.4511224864469036E-4
203.99814545454547,2.111842835815482E-4,-2.462192515378527E-4
204.99813636363638,2.108660558847554E-4,-2.4732483680325705E-4
205.99812727272726,2.1054673405137956E-4,-2.484289993713674E-4
206.99811818181817,2.1022632734791748E-4,-2.4953173421699823E-4
207.99810909090908,2.0990484518656452E-4,-2.5063303636000116E-4
208.9981,2.095822971289092E-4,-2.517329008675941E-4
209.9980909090909,2.0925869289090726E-4,-2.5283132285506665E-4
210.99808181818182,2.0893404234594194E-4,-2.5392829748570523E-4
211.99807272727273,2.0860835552787363E-4,-2.550238199730211E-4
